./a.out addresses.txt
 Virtual address 	 Physical address 	 Value 
 16916 				 20 				 0 
 62493 				 285 				 0 
 30198 				 758 				 29 
 53683 				 947 				 108 
 40185 				 1273 				 0 
 28781 				 1389 				 0 
 24462 				 1678 				 23 
 48399 				 1807 				 67 
 64815 				 2095 				 75 
 18295 				 2423 				 -35 
 12218 				 2746 				 11 
 22760 				 3048 				 0 
 57982 				 3198 				 56 
 27966 				 3390 				 27 
 54894 				 3694 				 53 
 38929 				 3857 				 0 
 32865 				 4193 				 0 
 64243 				 4595 				 -68 
 2315 				 4619 				 66 
 64454 				 5062 				 62 
 55041 				 5121 				 0 
 18633 				 5577 				 0 
 14557 				 5853 				 0 
 61006 				 5966 				 59 
 62615 				 407 				 37 
 7591 				 6311 				 105 
 64747 				 6635 				 58 
 6727 				 6727 				 -111 
 32315 				 6971 				 -114 
 60645 				 7397 				 0 
 6308 				 7588 				 0 
 45688 				 7800 				 0 
 969 				 8137 				 0 
 40891 				 8379 				 -18 
 49294 				 8590 				 48 
 41118 				 8862 				 40 
 21395 				 9107 				 -28 
 6091 				 9419 				 -14 
 32541 				 9501 				 0 
 17665 				 9729 				 0 
 3784 				 10184 				 0 
 28718 				 1326 				 28 
 59240 				 10344 				 0 
 40178 				 1266 				 39 
 60086 				 10678 				 58 
 42252 				 10764 				 0 
 44770 				 11234 				 43 
 22514 				 11506 				 21 
 3067 				 11771 				 -2 
 15757 				 11917 				 0 
 31649 				 12193 				 0 
 10842 				 12378 				 10 
 43765 				 12789 				 0 
 33405 				 12925 				 0 
 44954 				 13210 				 43 
 56657 				 13393 				 0 
 5003 				 13707 				 -30 
 50227 				 13875 				 12 
 19358 				 14238 				 18 
 36529 				 14513 				 0 
 10392 				 14744 				 0 
 58882 				 14850 				 57 
 5129 				 15113 				 0 
 58554 				 15546 				 57 
 58584 				 15576 				 0 
 27444 				 15668 				 0 
 58982 				 14950 				 57 
 51476 				 15892 				 0 
 6796 				 6796 				 0 
 21311 				 9023 				 -49 
 30705 				 16369 				 0 
 28964 				 16420 				 0 
 41003 				 8747 				 10 
 20259 				 16675 				 -56 
 57857 				 3073 				 0 
 63258 				 16922 				 61 
 36374 				 14358 				 35 
 692 				 17332 				 0 
 43121 				 17521 				 0 
 48128 				 17664 				 0 
 34561 				 17921 				 0 
 49213 				 8509 				 0 
 36922 				 18234 				 36 
 59162 				 10266 				 57 
 50552 				 18552 				 0 
 17866 				 9930 				 17 
 18145 				 18913 				 0 
 3884 				 18988 				 0 
 54388 				 19316 				 0 
 42932 				 19636 				 0 
 46919 				 19783 				 -47 
 58892 				 14860 				 0 
 8620 				 20140 				 0 
 38336 				 20416 				 0 
 64357 				 4965 				 0 
 23387 				 20571 				 -42 
 42632 				 20872 				 0 
 15913 				 21033 				 0 
 15679 				 11839 				 79 
 22501 				 11493 				 0 
 37540 				 21412 				 0 
 5527 				 21655 				 101 
 63921 				 21937 				 0 
 62716 				 508 				 0 
 32874 				 4202 				 32 
 64390 				 4998 				 62 
 63101 				 22141 				 0 
 61802 				 22378 				 60 
 19648 				 22720 				 0 
 29031 				 16487 				 89 
 44981 				 13237 				 0 
 28092 				 3516 				 0 
 9448 				 23016 				 0 
 44744 				 11208 				 0 
 61496 				 23096 				 0 
 31453 				 23517 				 0 
 60746 				 23626 				 59 
 12199 				 2727 				 -23 
 62255 				 23855 				 -53 
 21793 				 24097 				 0 
 26544 				 24496 				 0 
 14964 				 24692 				 0 
 41462 				 25078 				 40 
 56089 				 25113 				 0 
 52038 				 25414 				 50 
 47982 				 25710 				 46 
 59484 				 25948 				 0 
 50924 				 26348 				 0 
 6942 				 26398 				 6 
 34998 				 26806 				 34 
 27069 				 27069 				 0 
 51926 				 27350 				 50 
 60645 				 7397 				 0 
 43181 				 17581 				 0 
 10559 				 27455 				 79 
 4664 				 27704 				 0 
 28578 				 28066 				 27 
 59516 				 25980 				 0 
 38912 				 3840 				 0 
 63562 				 28234 				 62 
 64846 				 2126 				 63 
 62938 				 28634 				 61 
 27194 				 28730 				 26 
 28804 				 1412 				 0 
 61703 				 22279 				 65 
 10998 				 12534 				 10 
 6596 				 29124 				 0 
 37721 				 29273 				 0 
 43430 				 29606 				 42 
 22692 				 2980 				 0 
 62971 				 28667 				 126 
 47125 				 29717 				 0 
 52521 				 29993 				 0 
 34646 				 18006 				 33 
 32889 				 4217 				 0 
 13055 				 30463 				 -65 
 65416 				 30600 				 0 
 62869 				 28565 				 0 
 57314 				 30946 				 55 
 12659 				 31091 				 92 
 14052 				 31460 				 0 
 32956 				 4284 				 0 
 49273 				 8569 				 0 
 50352 				 14000 				 0 
 49737 				 31561 				 0 
 15555 				 31939 				 48 
 47475 				 32115 				 92 
 15328 				 32480 				 0 
 34621 				 17981 				 0 
 51365 				 32677 				 0 
 32820 				 4148 				 0 
 48855 				 32983 				 -75 
 12224 				 2752 				 0 
 2035 				 33267 				 -4 
 60539 				 7291 				 30 
 14595 				 33283 				 64 
 13853 				 31261 				 0 
 24143 				 33615 				 -109 
 15216 				 32368 				 0 
 8113 				 33969 				 0 
 22640 				 2928 				 0 
 32978 				 4306 				 32 
 39151 				 4079 				 59 
 19520 				 22592 				 0 
 58141 				 34077 				 0 
 63959 				 21975 				 117 
 53040 				 34352 				 0 
 55842 				 34594 				 54 
 585 				 17225 				 0 
 51229 				 32541 				 0 
 64181 				 4533 				 0 
 54879 				 3679 				 -105 
 28210 				 34866 				 27 
 10268 				 14620 				 0 
 15395 				 31779 				 8 
 12884 				 30292 				 0 
 2149 				 35173 				 0 
 53483 				 35563 				 58 
 59606 				 26070 				 58 
 14981 				 24709 				 0 
 36672 				 35648 				 0 
 23197 				 35997 				 0 
 36518 				 14502 				 35 
 13361 				 36145 				 0 
 19810 				 36450 				 19 
 25955 				 36707 				 88 
 62678 				 470 				 61 
 26021 				 36773 				 0 
 29409 				 37089 				 0 
 38111 				 37343 				 55 
 58573 				 15565 				 0 
 56840 				 37384 				 0 
 41306 				 24922 				 40 
 54426 				 19354 				 53 
 3617 				 10017 				 0 
 50652 				 18652 				 0 
 41452 				 25068 				 0 
 20241 				 16657 				 0 
 31723 				 12267 				 -6 
 53747 				 1011 				 124 
 28550 				 28038 				 27 
 23402 				 20586 				 22 
 21205 				 37845 				 0 
 56181 				 25205 				 0 
 57470 				 38014 				 56 
 39933 				 38397 				 0 
 34964 				 26772 				 0 
 24781 				 38605 				 0 
 41747 				 38675 				 -60 
 62564 				 356 				 0 
 58461 				 15453 				 0 
 20858 				 39034 				 20 
 49301 				 8597 				 0 
 40572 				 39292 				 0 
 23840 				 39456 				 0 
 35278 				 39886 				 34 
 62905 				 28601 				 0 
 56650 				 13386 				 55 
 11149 				 40077 				 0 
 38920 				 3848 				 0 
 23430 				 20614 				 22 
 57592 				 38136 				 0 
 3080 				 40200 				 0 
 6677 				 6677 				 0 
 50704 				 26128 				 0 
 51883 				 27307 				 -86 
 62799 				 28495 				 83 
 20188 				 40668 				 0 
 1245 				 40925 				 0 
 12220 				 2748 				 0 
 17602 				 41154 				 17 
 28609 				 28097 				 0 
 42694 				 20934 				 41 
 29826 				 41346 				 29 
 13827 				 31235 				 -128 
 27336 				 28872 				 0 
 53343 				 35423 				 23 
 11533 				 41485 				 0 
 41713 				 41969 				 0 
 33890 				 42082 				 33 
 4894 				 13598 				 4 
 57599 				 38143 				 63 
 3870 				 18974 				 3 
 58622 				 15614 				 57 
 29780 				 41300 				 0 
 62553 				 345 				 0 
 2303 				 35327 				 63 
 51915 				 27339 				 -78 
 6251 				 7531 				 26 
 38107 				 37339 				 54 
 59325 				 10429 				 0 
 61295 				 42351 				 -37 
 26699 				 42571 				 18 
 51188 				 42996 				 0 
 59519 				 25983 				 31 
 7345 				 43185 				 0 
 20325 				 16741 				 0 
 39633 				 43473 				 0 
 1562 				 43546 				 1 
 7580 				 6300 				 0 
 8170 				 34026 				 7 
 62256 				 23856 				 0 
 35823 				 44015 				 -5 
 27790 				 44174 				 27 
 13191 				 44423 				 -31 
 9772 				 44588 				 0 
 7477 				 6197 				 0 
 44455 				 44967 				 105 
 59546 				 26010 				 58 
 49347 				 8643 				 48 
 36539 				 14523 				 -82 
 12453 				 45221 				 0 
 49640 				 45544 				 0 
 28290 				 34946 				 27 
 44817 				 13073 				 0 
 8565 				 20085 				 0 
 16399 				 45583 				 3 
 41934 				 38862 				 40 
 45457 				 45969 				 0 
 33856 				 42048 				 0 
 19498 				 22570 				 19 
 17661 				 41213 				 0 
 63829 				 21845 				 0 
 42034 				 46130 				 41 
 28928 				 16384 				 0 
 30711 				 16375 				 -3 
 8800 				 46432 				 0 
 52335 				 46703 				 27 
 38775 				 46967 				 -35 
 52704 				 30176 				 0 
 24380 				 1596 				 0 
 19602 				 22674 				 19 
 57998 				 3214 				 56 
 2919 				 11623 				 -39 
 8362 				 47274 				 8 
 17884 				 9948 				 0 
 45737 				 7849 				 0 
 47894 				 25622 				 46 
 59667 				 47379 				 68 
 10385 				 14737 				 0 
 52782 				 47662 				 51 
 64416 				 5024 				 0 
 40946 				 8434 				 39 
 16778 				 48010 				 16 
 27159 				 28695 				 -123 
 24324 				 1540 				 0 
 32450 				 7106 				 31 
 9108 				 48276 				 0 
 65305 				 30489 				 0 
 19575 				 22647 				 29 
 11117 				 40045 				 0 
 65170 				 48530 				 63 
 58013 				 3229 				 0 
 61676 				 23276 				 0 
 63510 				 28182 				 62 
 17458 				 41010 				 17 
 54675 				 48787 				 100 
 1713 				 43697 				 0 
 55105 				 5185 				 0 
 65321 				 30505 				 0 
 45278 				 49118 				 44 
 26256 				 49296 				 0 
 64198 				 4550 				 62 
 29441 				 49409 				 0 
 1928 				 33160 				 0 
 39425 				 43265 				 0 
 32000 				 49664 				 0 
 28549 				 28037 				 0 
 46295 				 50135 				 53 
 22772 				 3060 				 0 
 58228 				 34164 				 0 
 63525 				 28197 				 0 
 32602 				 9562 				 31 
 46195 				 50035 				 28 
 55849 				 34601 				 0 
 46454 				 50294 				 45 
 7487 				 6207 				 79 
 33879 				 42071 				 21 
 42004 				 46100 				 0 
 8599 				 20119 				 101 
 18641 				 5585 				 0 
 49015 				 50551 				 -35 
 26830 				 42702 				 26 
 34754 				 18114 				 33 
 14668 				 33356 				 0 
 38362 				 20442 				 37 
 38791 				 46983 				 -31 
 4171 				 50763 				 18 
 45975 				 51095 				 -27 
 14623 				 33311 				 71 
 62393 				 23993 				 0 
 64658 				 6546 				 63 
 10963 				 12499 				 -76 
 9058 				 48226 				 8 
 51031 				 42839 				 -43 
 32425 				 7081 				 0 
 45483 				 45995 				 106 
 44611 				 11075 				 -112 
 63664 				 28336 				 0 
 54920 				 3720 				 0 
 7663 				 6383 				 123 
 56480 				 51360 				 0 
 1489 				 51665 				 0 
 28438 				 27926 				 27 
 65449 				 30633 				 0 
 12441 				 45209 				 0 
 58530 				 15522 				 57 
 63570 				 28242 				 62 
 26251 				 49291 				 -94 
 15972 				 21092 				 0 
 35826 				 44018 				 34 
 5491 				 21619 				 92 
 54253 				 51949 				 0 
 49655 				 45559 				 125 
 5868 				 52204 				 0 
 20163 				 40643 				 -80 
 51079 				 42887 				 -31 
 21398 				 9110 				 20 
 32756 				 9716 				 0 
 64196 				 4548 				 0 
 43218 				 17618 				 42 
 21583 				 52303 				 19 
 25086 				 52734 				 24 
 45515 				 46027 				 114 
 12893 				 30301 				 0 
 22914 				 52866 				 22 
 58969 				 14937 				 0 
 20094 				 40574 				 19 
 13730 				 53154 				 13 
 44059 				 53275 				 6 
 28931 				 16387 				 64 
 13533 				 36317 				 0 
 33134 				 53614 				 32 
 28483 				 27971 				 -48 
 1220 				 40900 				 0 
 38174 				 20254 				 37 
 53502 				 35582 				 52 
 43328 				 29504 				 0 
 4970 				 13674 				 4 
 8090 				 33946 				 7 
 2661 				 53861 				 0 
 53903 				 54159 				 -93 
 11025 				 39953 				 0 
 26627 				 42499 				 0 
 18117 				 18885 				 0 
 14505 				 5801 				 0 
 61528 				 23128 				 0 
 20423 				 16839 				 -15 
 26962 				 26962 				 26 
 36392 				 14376 				 0 
 11365 				 54373 				 0 
 50882 				 26306 				 49 
 41668 				 41924 				 0 
 30497 				 16161 				 0 
 36216 				 54648 				 0 
 5619 				 21747 				 124 
 36983 				 18295 				 29 
 59557 				 26021 				 0 
 36663 				 35639 				 -51 
 36436 				 14420 				 0 
 37057 				 18369 				 0 
 23585 				 54817 				 0 
 58791 				 55207 				 105 
 46666 				 55370 				 45 
 64475 				 5083 				 -10 
 21615 				 52335 				 27 
 41090 				 8834 				 40 
 1771 				 43755 				 -70 
 47513 				 32153 				 0 
 39338 				 55722 				 38 
 1390 				 51566 				 1 
 38772 				 46964 				 0 
 58149 				 34085 				 0 
 7196 				 43036 				 0 
 9123 				 48291 				 -24 
 7491 				 6211 				 80 
 62616 				 408 				 0 
 15436 				 31820 				 0 
 17491 				 41043 				 20 
 53656 				 920 				 0 
 26449 				 24401 				 0 
 34935 				 26743 				 29 
 19864 				 36504 				 0 
 51388 				 32700 				 0 
 15155 				 32307 				 -52 
 64775 				 2055 				 65 
 47969 				 25697 				 0 
 16315 				 55995 				 -18 
 1342 				 51518 				 1 
 51185 				 42993 				 0 
 6043 				 9371 				 -26 
 21398 				 9110 				 20 
 3273 				 40393 				 0 
 9370 				 22938 				 9 
 35463 				 56199 				 -95 
 28205 				 34861 				 0 
 2351 				 4655 				 75 
 28999 				 16455 				 81 
 47699 				 56403 				 -108 
 46870 				 19734 				 45 
 22311 				 11303 				 -55 
 22124 				 56684 				 0 
 22427 				 11419 				 -26 
 49344 				 8640 				 0 
 23224 				 36024 				 0 
 5514 				 21642 				 5 
 20504 				 56856 				 0 
 376 				 57208 				 0 
 2014 				 33246 				 1 
 38700 				 46892 				 0 
 13098 				 44330 				 12 
 62435 				 24035 				 -8 
 48046 				 25774 				 46 
 63464 				 17128 				 0 
 12798 				 31230 				 12 
 51178 				 42986 				 49 
 8627 				 20147 				 108 
 27083 				 27083 				 114 
 47198 				 29790 				 46 
 44021 				 57589 				 0 
 32792 				 4120 				 0 
 43996 				 57564 				 0 
 41126 				 8870 				 40 
 64244 				 4596 				 0 
 37047 				 18359 				 45 
 60281 				 57721 				 0 
 52904 				 47784 				 0 
 7768 				 57944 				 0 
 55359 				 58175 				 15 
 3230 				 40350 				 3 
 44813 				 13069 				 0 
 4116 				 50708 				 0 
 65222 				 48582 				 63 
 28083 				 3507 				 108 
 60660 				 7412 				 0 
 39 				 58407 				 9 
 328 				 57160 				 0 
 47868 				 56572 				 0 
 13009 				 30417 				 0 
 22378 				 11370 				 21 
 39304 				 55688 				 0 
 11171 				 40099 				 -24 
 8079 				 33935 				 -29 
 52879 				 47759 				 -93 
 5123 				 15107 				 0 
 4356 				 58628 				 0 
 45745 				 7857 				 0 
 32952 				 4280 				 0 
 4657 				 27697 				 0 
 24142 				 33614 				 23 
 23319 				 20503 				 -59 
 13607 				 53031 				 73 
 46304 				 50144 				 0 
 17677 				 9741 				 0 
 59691 				 47403 				 74 
 50967 				 42775 				 -59 
 7817 				 57993 				 0 
 8545 				 20065 				 0 
 55297 				 58113 				 0 
 52954 				 47834 				 51 
 39720 				 38184 				 0 
 18455 				 5399 				 5 
 30349 				 59021 				 0 
 63270 				 16934 				 61 
 27156 				 28692 				 0 
 20614 				 56966 				 20 
 19372 				 14252 				 0 
 48689 				 32817 				 0 
 49386 				 8682 				 48 
 50584 				 18584 				 0 
 51936 				 27360 				 0 
 34705 				 18065 				 0 
 13653 				 53077 				 0 
 50077 				 59293 				 0 
 54518 				 19446 				 53 
 41482 				 41738 				 40 
 4169 				 50761 				 0 
 36118 				 54550 				 35 
 9584 				 59504 				 0 
 18490 				 5434 				 18 
 55420 				 58236 				 0 
 5708 				 52044 				 0 
 23506 				 20690 				 22 
 15391 				 31775 				 7 
 36368 				 14352 				 0 
 38976 				 3904 				 0 
 50406 				 14054 				 49 
 49236 				 8532 				 0 
 65035 				 48395 				 -126 
 30120 				 680 				 0 
 62551 				 343 				 21 
 46809 				 55513 				 0 
 21687 				 52407 				 45 
 53839 				 54095 				 -109 
 2098 				 35122 				 2 
 12364 				 45132 				 0 
 45366 				 45878 				 44 
 50437 				 18437 				 0 
 36675 				 35651 				 -48 
 55382 				 58198 				 54 
 11846 				 59718 				 11 
 49127 				 50663 				 -7 
 19900 				 36540 				 0 
 20554 				 56906 				 20 
 19219 				 14099 				 -60 
 51483 				 15899 				 70 
 58090 				 3306 				 56 
 39074 				 4002 				 38 
 16060 				 21180 				 0 
 10447 				 14799 				 51 
 54169 				 51865 				 0 
 20634 				 56986 				 20 
 57555 				 38099 				 52 
 61210 				 42266 				 59 
 269 				 57101 				 0 
 33154 				 53634 				 32 
 64487 				 5095 				 -7 
 61223 				 42279 				 -55 
 47292 				 29884 				 0 
 21852 				 24156 				 0 
 5281 				 15265 				 0 
 45912 				 51032 				 0 
 32532 				 9492 				 0 
 63067 				 22107 				 -106 
 41683 				 41939 				 -76 
 20981 				 39157 				 0 
 33881 				 42073 				 0 
 41785 				 38713 				 0 
 4580 				 58852 				 0 
 41389 				 25005 				 0 
 28572 				 28060 				 0 
 782 				 7950 				 0 
 30273 				 58945 				 0 
 62267 				 23867 				 -50 
 17922 				 18690 				 17 
 63238 				 16902 				 61 
 3308 				 40428 				 0 
 26545 				 24497 				 0 
 44395 				 44907 				 90 
 39120 				 4048 				 0 
 21706 				 52426 				 21 
 7144 				 26600 				 0 
 30244 				 58916 				 0 
 3725 				 10125 				 0 
 54632 				 48744 				 0 
 30574 				 16238 				 29 
 8473 				 19993 				 0 
 12386 				 45154 				 12 
 41114 				 8858 				 40 
 57930 				 3146 				 56 
 15341 				 32493 				 0 
 15598 				 31982 				 15 
 59922 				 10514 				 58 
 18226 				 2354 				 17 
 48162 				 17698 				 47 
 41250 				 24866 				 40 
 1512 				 51688 				 0 
 2546 				 4850 				 2 
 41682 				 41938 				 40 
 322 				 57154 				 0 
 880 				 8048 				 0 
 20891 				 39067 				 102 
